,PCA_feature_1,PCA_feature_2,labels
0,2.457253667609843,3.66896607160328,1
1,1.0268977837809088,0.5010433026937604,1
2,2.21835492884532,2.389470828861184,1
3,1.5033120520925463,-0.610360498406649,1
4,1.8773638837797602,1.4603179465764242,1
5,1.407651857974458,1.1845775163967573,1
6,2.4762171750634283,3.18796930579975,1
7,-0.27999914825833067,-0.6881547934748089,1
8,0.10424342483595324,-0.5450499156580392,1
9,0.2407319589128599,-0.6544758771735633,1
10,2.0595817356075283,0.12588383207999468,1
11,3.0827195163151146,0.5602150083882708,1
12,0.9462497854978147,-1.1351253069757334,1
13,2.0057627239996676,4.010903999312095,1
14,2.6065903225134925,2.525466498700157,1
15,1.5137568605311773,1.1773321721375898,1
16,2.8284963887599432,2.74813025506387,1
17,2.692062831538821,2.120581970466907,1
18,0.2018390516818489,-1.0127289282435226,1
19,1.1741924030856168,3.4057894885080366,1
20,2.1994749844433645,-0.687810502108152,1
21,2.758809964355859,1.4633457097436822,1
22,1.474898096491693,0.7834105237083134,1
23,2.193581308999534,3.9352279746133303,1
24,0.6789174263775348,0.3561776940712287,1
25,0.6535129112591916,0.6045718293919217,1
26,0.6224598829572654,-0.5325852617524108,1
27,0.5920345842124739,1.4841518173420865,1
28,2.1886436805702494,3.277418854939476,1
29,1.015342251843102,1.4387257119831405,1
30,3.1109905577902066,1.6687103015060287,1
31,-0.46849349824006253,0.4335818266120213,1
32,1.990257881831631,1.6435108909028902,1
33,2.247887134436105,4.378782432443464,1
34,0.13204902022964166,-0.7181842736691559,1
35,1.4402396636811097,2.8751342524062626,1
36,1.6231692029400924,1.4946998723582652,1
37,1.2224342328772868,0.4068648920219262,1
38,-0.7578086898335724,0.6312993761492817,1
39,0.4473446113267398,-1.3593598204844257,1
40,0.5405489494467598,0.2713530067099801,1
41,0.48793388704812396,-0.3037314505890145,1
42,2.4763937514994563,2.5321980531668045,1
43,0.5759306784013498,-0.7314873415427027,1
44,2.7145612829752257,1.418789273499996,1
45,2.888988944305312,2.5648998538542815,1
46,0.09940584087016101,2.484852647477002,1
47,1.0049276251643142,-0.7444616968454331,1
48,1.1525187182832368,0.31618794905602565,1
49,1.7374416077107586,-0.6654736084130216,1
50,-0.43625258811097223,-0.27365516014889785,1
51,1.5952189002114683,1.1747977276185058,1
52,2.1326404064436093,1.7599429717166777,1
53,1.9495463061027316,0.7607863543739221,1
54,2.069548034554058,-0.601909609928454,1
55,2.185646370945287,3.422203805321426,1
56,1.327803426703665,-1.2259489295819683,1
57,1.592223596039989,1.6828335163632808,1
58,2.221643665547558,2.334779508243669,1
59,2.540847403572028,0.3121752891527447,1
60,1.4344668963057359,-0.013470668152017844,1
61,1.6534057235380333,0.18812210916262198,1
62,1.397162739307053,0.025717310847791604,1
63,0.22764568149051384,-0.7094013636611146,1
64,0.5682318625312714,0.6270055245860231,1
65,0.8311683948603322,1.513680317131134,1
66,2.56171310763562,0.01725653054201073,1
67,0.1819204918216026,0.7661038720264347,1
