,tsne_feature_1,tsne_feature_2,labels
618,-2.9708889,76.082954,0
619,6.385856,51.007652,0
620,-39.957726,-39.299397,0
621,-2.4927075,17.383728,0
622,-55.493206,3.829154,0
623,18.48748,-48.70981,0
624,42.894012,-66.649605,0
625,-41.72705,11.429223,0
626,48.16653,-67.231346,0
627,-81.632805,-25.95668,0
628,43.054707,48.146767,0
629,-47.87021,2.7630544,0
630,34.005314,15.896346,0
631,-0.13157642,65.24344,0
632,-22.962046,-61.985073,0
633,-90.440384,-18.734337,0
634,-23.65298,39.11498,0
635,-14.763421,-84.14775,0
636,42.624638,-80.919235,0
637,22.765202,10.51074,0
638,4.298684,73.383736,0
639,-47.709156,47.373196,0
640,-40.401997,9.189405,0
641,-36.35226,65.66174,0
642,-43.477898,-49.341297,0
643,41.863693,-80.97206,0
644,-60.764206,22.755554,0
645,1.8671912,89.6126,0
646,-28.06465,-4.7022734,0
647,-25.320396,-3.3617103,0
648,33.283615,32.431786,0
649,-20.883415,-64.747826,0
650,-60.568928,21.889833,0
651,67.65108,10.383535,0
652,-71.10776,4.247219,0
653,-80.976524,22.182434,0
654,67.92568,9.85364,0
655,18.86067,31.962597,0
656,31.294973,81.67678,0
657,-8.095678,-52.06799,0
658,29.809576,61.904575,0
659,9.540949,54.744232,0
660,-29.471968,31.971355,0
661,-25.244806,-7.7935057,0
662,-59.365135,1.7272385,0
663,16.440088,30.485994,0
664,-13.5801525,-87.47569,0
665,46.86999,-41.239784,0
666,76.46981,-3.0551145,0
667,-42.97621,72.68196,0
668,88.31172,10.641018,0
669,-24.253086,-66.82616,0
670,-22.219776,-86.377174,0
671,43.378822,-65.5265,0
672,-28.564537,-26.188284,0
673,48.630196,-43.395546,0
674,-60.86198,51.072716,0
675,49.643,-43.796825,0
676,-71.26803,13.215128,0
677,33.213634,31.958841,0
678,-61.777496,-68.41787,0
679,26.356562,55.230236,0
680,72.96083,5.1744523,0
681,26.2792,59.121662,0
682,-52.94014,53.822994,0
683,31.247904,81.00684,0
684,-5.095241,-50.46154,0
685,-50.482494,45.24966,0
686,-49.302364,48.785046,0
687,-71.36665,13.560294,0
688,92.67176,21.255972,0
689,92.607765,21.136127,0
690,-56.007065,7.133078,0
691,-78.72134,0.849047,0
692,-17.476002,-30.535273,0
693,-25.93664,-23.74822,0
694,49.14488,-1.7103162,0
695,18.953169,30.673195,0
696,26.103443,85.02931,0
697,-84.46611,1.5859007,0
698,29.995152,33.57514,0
699,-39.438847,15.507822,0
700,95.81077,23.21698,0
701,-1.1793661,60.847652,0
702,15.029897,30.448452,0
703,-43.422737,23.695919,0
704,41.84768,67.0479,0
705,-47.88508,-0.9108637,0
706,6.89906,-13.772495,0
707,-36.302246,-72.38435,0
708,-61.700775,-14.62852,0
709,-9.707238,-26.02223,0
710,11.669657,-63.239243,0
711,33.691418,67.46847,0
712,7.2469945,62.40777,0
713,93.55258,28.416216,0
714,37.780003,69.3259,0
715,81.936874,18.983387,0
716,-47.115387,53.749264,0
717,27.696,85.79146,0
718,-41.96713,8.994917,0
719,-9.213483,73.05562,0
720,-71.33842,22.637112,0
721,39.189842,72.5542,0
722,-38.140896,78.57608,0
723,-1.9912872,-81.50931,0
724,7.1191487,54.79282,0
725,-26.32152,-27.136944,0
726,36.497944,25.697512,0
727,-46.95447,52.34775,0
728,-15.69263,32.090115,0
729,48.290035,-45.13843,0
730,-42.616463,75.751686,0
731,-0.9022523,64.78389,0
732,-72.33111,5.0051355,0
733,-71.428375,43.051647,0
734,-5.074152,-79.941666,0
735,6.0395155,62.458595,0
736,-37.948357,10.76271,0
737,3.5695071,52.479385,0
738,-92.52668,-15.278824,0
739,-44.383137,-1.5149764,0
740,27.865696,57.893833,0
741,-16.883781,-87.30745,0
742,-7.2259636,-41.90552,0
743,-16.583796,27.442019,0
744,66.76267,20.331203,0
745,46.590324,-77.392365,0
746,-10.901894,68.72449,0
747,49.866993,-42.509197,0
748,6.8354955,67.58611,0
749,-21.956434,-62.610428,0
750,-39.348743,72.35804,0
751,72.591805,20.935465,0
752,-21.376467,3.8142154,0
753,-11.557442,-49.321655,0
754,9.064983,-53.95147,0
755,10.059695,-33.45975,0
756,37.774517,70.8364,0
757,-19.162857,30.508595,0
758,-20.568958,-63.434605,0
759,80.30908,12.67213,0
760,-82.05452,-0.78397125,0
761,38.0402,54.617172,0
762,25.098032,53.93144,0
763,-53.84429,4.8434362,0
764,-42.10963,-0.0768707,0
765,13.211674,30.854925,0
766,34.45257,56.9716,0
767,-0.97807723,96.0199,0
768,-4.0956216,-79.84594,0
769,-2.8911107,-78.784485,0
770,-15.202231,29.68038,0
771,-19.960613,-62.885113,0
772,-58.717777,-66.83771,0
773,-53.574604,5.443406,0
774,37.97333,-41.70887,0
775,-53.384525,44.350704,0
776,20.431665,24.769886,0
777,3.546154,79.351234,0
778,5.168539,25.100674,0
779,-15.627771,31.740412,0
780,-66.79699,49.912777,0
781,-74.29838,12.664106,0
782,74.10187,23.047756,0
783,-71.21402,47.66356,0
784,-45.497665,13.653529,0
785,32.02345,-84.40254,0
786,89.90117,25.461887,0
787,-53.997063,5.0427737,0
788,97.193115,25.496883,0
789,13.549733,19.997166,0
790,18.995136,31.079565,0
791,-50.59538,44.82374,0
792,-46.524082,52.10059,0
793,-17.857933,-28.264359,0
794,30.899076,33.620716,0
795,41.943066,-43.031204,0
796,-18.454996,-31.017067,0
797,-21.479918,-28.154675,0
798,-23.617186,-32.64279,0
799,30.295654,82.21636,0
800,-47.273727,-1.9126574,0
801,-4.876457,21.583838,0
802,-34.369934,-80.09535,0
803,47.55678,-10.4036045,0
804,-85.26415,1.8619629,0
805,-29.534197,-27.01725,0
806,-7.9072495,-85.99434,0
807,43.658913,47.76775,0
808,-92.25689,-19.793867,0
809,-47.78925,10.8733015,0
810,-13.506679,-87.49775,0
811,-62.10032,-65.95601,0
812,19.077774,23.127232,0
813,-41.578796,47.325195,0
814,-8.942171,-51.59779,0
815,-14.463753,47.622234,0
816,80.63847,-8.624638,0
817,-36.892628,71.53956,0
818,-30.580652,41.42083,0
819,1.3234905,61.4166,0
820,-8.324049,-32.150116,0
821,85.78362,22.310276,0
822,-22.144606,-66.179855,0
823,-13.986554,51.78392,0
824,47.090717,-45.519554,0
825,-20.29501,-61.301662,0
826,73.49437,21.106966,0
827,46.38183,-45.75887,0
828,-88.07148,-17.511942,0
829,65.55496,-51.218857,0
830,-37.85283,76.61713,0
831,-13.074283,-82.25519,0
832,-82.43355,0.40860987,0
833,-36.924843,79.818405,0
834,24.20423,13.048917,0
835,-89.707664,-22.45191,0
836,-10.406876,-23.629635,0
837,-15.577997,-19.001745,0
838,18.226593,14.727529,0
839,19.080574,31.632431,0
840,-6.8900046,-42.32172,0
841,76.02545,1.7817234,0
842,37.125637,64.396126,0
843,-17.756296,-34.676594,0
844,-38.50923,73.18861,0
845,-47.26329,10.581582,0
846,-28.8827,-51.529396,0
847,1.1338255,59.06556,0
848,24.928307,-30.357073,0
849,71.4928,24.881952,0
850,21.549131,84.405716,0
851,-10.798871,68.72023,0
852,29.909157,57.57433,0
853,20.773046,15.609371,0
854,-59.709187,21.975334,0
855,30.522083,32.231113,0
856,-39.90571,71.6763,0
857,-45.09883,10.515909,0
858,35.74906,54.092396,0
859,1.8576765,52.16698,0
860,23.975185,12.370279,0
861,-44.44194,39.19728,0
862,-40.516644,1.7020407,0
863,-3.6150537,73.71481,0
864,-21.169987,-84.398315,0
865,-14.082325,67.57683,0
866,-21.566618,-26.81958,0
867,30.76989,-82.00006,0
868,-77.461006,-0.8572071,0
869,-41.440254,10.920071,0
870,-36.046143,-69.6825,0
871,85.87094,21.475246,0
872,30.988722,57.865795,0
873,20.99435,14.150843,0
874,-21.359278,-91.92849,0
875,-36.14315,-72.41641,0
876,-43.05104,9.089993,0
877,23.626106,89.13699,0
878,-49.34385,53.1005,0
879,-71.55724,21.917465,0
880,-20.579714,61.751762,0
881,36.930122,-37.956963,0
882,74.994644,-1.9569973,0
883,-19.51305,30.681494,0
884,-76.56037,11.593481,0
885,-3.4819505,76.479965,0
886,-16.593248,-22.987373,0
887,-0.36958322,-0.46166697,0
888,97.25328,25.541447,0
889,43.20971,-63.580795,0
890,66.657036,-49.639008,0
891,11.665133,22.345806,0
892,25.158428,57.85162,0
893,-10.449751,-44.581875,0
894,66.055824,3.3537755,0
895,43.639904,65.3269,0
896,-5.022629,-78.7472,0
897,74.134056,24.234522,0
898,-79.47292,2.3711865,0
899,14.308988,20.152372,0
900,43.27319,-65.79025,0
901,2.8073988,53.07809,0
902,-87.82241,5.7654753,0
903,-16.768263,-18.97961,0
904,45.178997,-7.9866734,0
905,20.512417,16.12346,0
906,44.59461,-14.740619,0
907,-49.842373,53.696217,0
908,26.62005,48.67641,0
909,9.079005,-54.402428,0
910,-87.895096,-3.8665364,0
911,37.684143,32.04561,0
912,-71.8138,11.740877,0
913,22.583755,83.987976,0
914,-45.61309,-0.98227304,0
915,-71.77051,12.382636,0
916,-38.41629,-72.915794,0
917,-3.2534108,71.054405,0
918,7.65357,-44.693363,0
