,tsne_feature_1,tsne_feature_2,tsne_feature_3,labels
204,3.3928761,-2.0927377,-6.5809402,1
205,12.746105,-0.60784453,9.984807,1
206,-4.2416964,17.570927,-4.53071,1
207,6.1348333,-17.80058,6.360325,1
208,-0.07799318,1.3005538,-23.084885,1
209,-10.505379,5.922974,10.817566,1
210,7.2369266,9.253936,3.0323544,1
211,-9.447777,5.2785435,11.939058,1
212,13.430254,-1.7812659,-5.9104576,1
213,8.783055,8.310884,0.4679882,1
214,13.590814,4.161493,2.4965508,1
215,-22.68497,2.4174984,-6.4062347,1
216,25.047739,0.2729767,-5.7887707,1
217,-19.685898,0.8668796,-12.049301,1
218,-19.523266,1.279704,-12.313373,1
219,-18.13171,5.9761744,-5.287084,1
220,-18.201834,0.73527306,-12.819689,1
221,-3.909727,-17.35773,-14.645753,1
222,-6.385526,6.8576436,8.242989,1
223,-6.1354904,-5.397431,14.656307,1
224,-3.8196049,-2.51184,-4.247458,1
225,-20.414352,3.2618704,-5.2408695,1
226,-5.3989267,10.638001,0.9445612,1
227,-4.627035,-17.081339,-12.316474,1
228,16.07714,11.790688,4.300906,1
229,11.185361,-3.8859303,-17.249146,1
230,-5.3578477,24.027065,-2.314963,1
231,13.463918,9.422907,2.717404,1
232,14.047996,3.7275174,5.9078064,1
233,10.226078,3.6159532,-19.463947,1
234,13.482005,-5.166108,-6.450543,1
235,-6.0923586,10.074947,4.707189,1
236,20.842035,-6.4676833,-2.7418394,1
237,-1.4120641,-12.31401,-9.150697,1
238,12.550184,-0.7754692,-16.072176,1
239,-18.535713,1.2249621,-2.1631596,1
240,-1.5502496,-19.61037,-12.035118,1
241,-1.2361847,-10.0824795,-7.9352417,1
242,-2.6646369,-8.862816,-7.9030366,1
243,-19.878876,0.43492892,-12.422606,1
244,2.4905343,-13.072391,-13.9536085,1
245,-19.18718,-11.071692,-0.01576652,1
246,-8.726518,21.611706,2.9140894,1
247,-0.183376,0.89488715,-23.05024,1
248,-12.427474,19.477385,7.511717,1
249,-6.6318483,10.431976,-16.653141,0
250,6.0877347,-3.6036773,-21.552702,0
251,4.7893915,-3.7136266,15.100872,0
252,-8.365536,15.673474,5.692,0
253,-5.012175,6.434247,-5.9231176,0
254,2.9842768,2.3278387,9.824103,0
255,11.659488,-4.4538836,7.453047,0
256,-21.054401,5.3026733,-6.8315644,0
257,2.7811818,21.941654,-5.155229,0
258,7.1330285,4.0769777,-17.554972,0
259,3.6230903,4.6455927,18.480701,0
260,-15.873887,1.1326253,-1.990595,0
261,-2.1122093,13.179421,3.1613948,0
262,-9.395021,16.354977,0.6207702,0
263,-1.2914156,16.318935,3.7083778,0
264,-4.495097,-0.74021447,-5.7190886,0
265,-0.9647257,-16.929497,15.645484,0
266,-0.3197479,14.610266,-4.5514674,0
267,-0.33200014,11.050182,17.665989,0
268,-22.803776,2.0493906,-3.1038468,0
269,7.9022694,5.931155,-13.597251,0
270,5.4116387,3.463745,-15.1444645,0
271,1.1925445,22.09582,-6.4791884,0
272,13.389987,-3.7110407,-6.408304,0
273,8.747118,5.4832425,1.9322388,0
274,6.2945623,10.646697,1.4886115,0
275,-8.832526,3.478574,16.060936,0
276,-7.262385,-14.189975,2.4796064,0
277,-4.590068,10.028964,1.4642783,0
278,-5.369385,8.541914,1.585117,0
279,21.024324,-7.7508297,-5.9633927,0
280,12.525884,-1.6649379,15.518346,0
281,8.615415,-5.2917795,-18.278719,0
282,1.0935056,-7.457459,27.672016,0
283,10.842707,-1.8928254,13.600634,0
284,5.112835,-21.704643,-0.23899046,0
285,-9.461145,16.415905,0.32520205,0
286,-2.0306857,-10.357922,14.293348,0
287,14.472418,-1.7897933,15.142332,0
288,2.0642476,-3.7984993,18.361444,0
289,24.229532,4.8281703,-2.3583968,0
290,-16.099348,-2.902438,10.230273,0
291,-7.6487913,10.7254,-13.915557,0
292,-16.673,-9.302144,-3.9959922,0
293,13.911272,-3.5609684,-4.6347594,0
294,-10.683179,-11.155096,8.290776,0
295,-0.5971525,10.241222,16.502514,0
296,-4.5581837,12.374202,-0.26165694,0
297,0.4319717,-3.0097556,-19.813496,0
298,-2.7479484,-10.805068,-8.73407,0
299,-9.94952,18.042912,9.346786,0
300,16.478807,-0.10069539,13.198729,0
301,3.731694,-10.158797,13.0226965,0
302,-7.05804,-14.192298,-15.063165,0
303,-3.921282,-9.998144,-8.047262,0
304,-7.9830327,-8.26003,-12.012124,0
305,22.530176,5.4196696,-2.1143658,0
306,-2.4162025,-2.039109,23.190659,0
307,10.996952,-6.949222,-3.149143,0
308,10.816066,11.40658,9.204794,0
309,-1.6718334,-17.355038,-8.8934355,0
310,-10.267984,22.232336,8.095797,0
311,13.044038,-0.7756454,12.256115,0
312,-9.207605,20.486927,12.296983,0
313,2.6699028,21.071575,-6.1338277,0
314,8.92847,3.585605,-18.989285,0
315,-18.781672,7.515856,-0.50851125,0
316,24.294281,-3.66136,-5.6491756,0
317,4.7559676,6.4641194,-13.693126,0
318,-4.900886,9.882362,4.578312,0
319,-0.68584824,-10.83042,16.03017,0
320,-3.9314713,5.4099064,-6.9739037,0
321,-4.629104,10.640419,-14.425815,0
322,4.0778375,-5.0659676,17.04838,0
323,2.659124,-13.143232,-13.697976,0
324,6.042137,-21.126846,-0.20152593,0
325,-1.6550311,-10.092832,-7.1990666,0
326,5.061362,6.0474634,-17.972828,0
327,-9.49945,8.356839,-13.360929,0
328,-3.7782903,-14.684107,-1.5253963,0
329,-2.5130148,-11.843208,3.049592,0
330,2.5585732,1.4224436,5.173067,0
331,10.120674,2.9907255,-19.291098,0
332,13.492238,0.14096048,-5.592785,0
333,11.131398,6.0711317,12.607054,0
334,-8.2850685,21.439405,7.362816,0
335,-6.0098085,9.232899,-15.341027,0
336,13.223045,-1.1767572,15.320994,0
337,-22.597933,2.4501543,-6.4127684,0
338,-9.021796,3.2318733,13.727089,0
339,-1.7738339,12.213833,-4.6458845,0
340,5.701917,9.829158,4.2427354,0
341,-3.300667,16.924404,6.301248,0
342,-16.860188,2.6423807,-1.9182708,0
343,10.690575,-7.592992,-3.1367145,0
344,14.387443,2.8614807,2.9558768,0
345,-2.6031153,-12.056986,15.210844,0
346,-4.1654162,-15.98594,-13.571869,0
347,2.4777272,6.606087,18.374763,0
348,-6.0472393,-13.644717,0.4479623,0
349,-5.9560623,-6.62205,14.948393,0
350,-19.722038,0.941701,-12.853165,0
351,7.2961435,6.522307,8.472318,0
352,-5.578082,-11.367722,2.2577271,0
353,-2.5727904,16.348621,-4.691939,0
354,12.2604885,13.619485,3.7000856,0
355,5.177356,6.312837,-17.763908,0
356,24.710432,5.983638,-0.015132871,0
357,-6.0989356,-5.3447576,3.4103894,0
358,19.50105,0.13853191,0.44303024,0
359,12.599867,15.140849,4.9242268,0
360,9.664931,4.056912,-19.22381,0
361,-1.8842262,24.095194,-1.0388036,0
362,-0.35523057,-17.35989,-12.128831,0
363,-0.91004956,-3.7574468,24.098173,0
364,17.341532,-5.3966436,-4.099442,0
365,-6.2657633,9.586663,3.1642501,0
366,-1.1610799,14.693205,4.833072,0
367,-6.363091,-16.222214,3.022716,0
368,-1.4694313,16.441963,5.0973225,0
369,-18.863832,-10.26651,-6.5739746,0
370,-3.0789077,-12.0243,-16.306692,0
371,-2.5065873,-11.803363,17.114538,0
372,19.544659,3.3704014,-3.981321,0
373,-9.312518,15.417324,-0.2542748,0
374,-8.027217,3.9161296,16.128456,0
375,3.5662901,-3.0658221,-7.528842,0
376,-19.196535,-11.018532,-7.367988,0
377,3.1559012,-20.628956,3.1699007,0
378,-18.139881,-12.999766,-2.951872,0
379,-7.3602786,16.57923,4.697358,0
380,-5.9637747,9.669373,-18.011414,0
381,8.981212,7.688044,10.207717,0
382,-17.325722,1.7787993,-15.993532,0
383,-5.0680437,11.283739,-15.6414385,0
384,-6.35385,9.292474,-18.199955,0
385,6.80848,8.561818,4.5661526,0
386,6.217024,1.6120261,-22.24734,0
387,6.9018364,-21.289606,7.0118756,0
388,2.1576693,-4.936948,-8.673742,0
389,-11.3304615,16.425163,3.6911464,0
390,19.342424,3.803321,-3.1525772,0
391,-8.599156,-8.798482,-11.794373,0
392,0.058221355,14.928229,-2.5423489,0
393,7.1560264,-22.912346,6.8204556,0
394,-2.3710477,-10.806594,15.114623,0
395,-1.550076,-8.753116,12.610877,0
396,2.720944,4.465581,-21.111162,0
397,-4.6263227,20.489437,0.5346517,0
398,0.6939958,15.880298,4.6326294,0
399,2.72601,3.556528,-20.270874,0
400,-19.237474,-11.2759,-5.528097,0
401,-2.5065155,-10.063957,22.25388,0
402,-7.6514244,-9.98193,7.6585712,0
403,-0.8116947,10.348112,17.396765,0
404,-10.28156,21.511782,6.7513733,0
405,-20.450014,3.3492157,-1.8318671,0
406,2.1940925,-12.723645,-14.1757145,0
407,0.08751811,15.460729,2.7121053,0
408,0.50246865,13.258905,-0.0476678,0
409,-11.896408,19.34661,7.434558,0
410,-4.695901,9.227709,-11.300309,0
411,1.8097093,4.300499,-21.128077,0
412,-4.1010456,-6.3497777,4.0682907,0
413,9.50817,1.546221,13.228095,0
414,-14.385366,-0.16368563,7.154196,0
415,0.3886892,17.245214,5.1354127,0
416,0.92970884,-7.326544,27.225016,0
417,2.5962307,3.8515966,8.438438,0
418,-6.8335814,-13.242814,0.2681555,0
419,-2.5136125,-11.88559,15.193439,0
420,13.234586,-11.655082,-0.8207435,0
421,-18.273005,-12.682611,-2.8242497,0
422,20.87121,-5.187192,-2.2354667,0
423,10.335715,1.1673744,9.211173,0
424,11.610026,7.0024633,1.585651,0
425,1.602195,-7.12915,29.149122,0
426,5.099071,6.210588,-17.822649,0
427,1.6094605,21.797909,-6.7510467,0
428,2.0081952,19.463476,-3.7701573,0
429,13.715528,-3.5192041,-4.231282,0
430,-20.781416,1.8616116,-3.094903,0
431,5.12133,-4.3621297,-7.326776,0
432,-8.579355,3.66,16.118654,0
433,-5.108928,7.980137,2.4988153,0
434,10.639263,-12.618083,-2.832426,0
435,10.822527,7.0404077,5.190183,0
436,2.2055597,0.55037683,7.381107,0
437,-19.3066,-10.142854,-5.7288947,0
438,0.70862156,-16.889902,-9.775324,0
439,6.2248726,-5.2781467,-21.768467,0
440,-3.5885808,-14.001356,14.632322,0
441,-1.5396705,-10.532367,15.089409,0
442,2.9061098,-13.987197,-10.828363,0
443,-1.622023,3.545776,-4.714711,0
444,5.4679184,9.089501,-18.262135,0
445,-8.2596855,9.315788,-12.224165,0
446,5.131716,-21.697933,-0.21521962,0
447,-4.173419,20.295034,1.6164677,0
448,16.037878,-5.6458244,-6.406551,0
449,11.677727,-13.298562,-3.7654197,0
450,-19.559263,8.18297,-2.4314656,0
451,-14.5590515,-0.5444754,8.355307,0
452,7.391789,-22.205149,6.8129816,0
453,23.123785,-6.8274837,-4.9409466,0
454,-1.9012526,14.977123,2.5553544,0
455,8.709672,-21.311577,2.6702979,0
456,-17.752659,6.134939,-7.116385,0
457,10.037294,-1.5007991,-16.830614,0
458,-10.220288,19.75294,11.481922,0
459,-18.370838,-10.794671,-1.4660124,0
460,-19.07476,-13.366105,-5.8370085,0
461,-16.655766,-9.243991,-4.0030317,0
462,-3.8389277,-10.935086,5.705154,0
463,-4.86025,21.208567,-2.1337755,0
464,-7.6346555,-12.587331,-14.331312,0
465,-6.7481284,-9.433023,-15.006669,0
466,5.4976196,3.4893987,-15.328505,0
467,7.6260533,8.903753,-17.136223,0
468,8.636248,2.5633726,-19.421825,0
469,21.928534,-7.552485,-1.9910287,0
470,-7.4255314,-12.404777,-14.156017,0
471,-10.783429,-12.761294,-1.7594259,0
472,2.4883344,20.359232,-7.32348,0
473,-7.6793947,3.159525,14.034276,0
474,-0.20344569,-16.681326,15.189295,0
475,-5.320132,-15.308943,4.5581474,0
476,-3.8860877,5.964868,-7.223094,0
477,11.303654,-8.856445,-2.6089983,0
478,1.4535595,6.244899,19.693846,0
479,2.8384862,5.385419,-22.18606,0
480,-18.105078,-2.8906324,5.8973308,0
481,-8.131473,21.46492,7.226763,0
482,-22.437265,2.8481684,-1.736779,0
483,-7.128551,8.877675,-15.490499,0
484,-0.02197576,21.009735,-3.0409641,0
485,6.2129507,8.606718,5.0292516,0
486,-8.07687,-0.91960925,-3.6466353,0
487,4.9798594,-13.244365,-10.387651,0
488,-10.495274,18.029888,0.08751719,0
489,19.227991,-5.709905,-4.1025376,0
490,-3.3036973,2.9178314,-8.918954,0
491,0.68542826,-19.029078,-11.20842,0
492,14.837541,-4.4360747,-2.7626603,0
493,-3.284573,-10.994581,4.864347,0
494,-6.1548057,15.409715,5.6037946,0
495,11.494684,5.8548493,6.0310435,0
496,-10.890978,6.5920424,-14.576543,0
497,-12.4507,-11.603248,-2.2002757,0
498,-18.528078,-9.207778,-0.5349542,0
499,1.859764,-12.959475,13.933405,0
500,10.496559,1.6876715,9.54364,0
501,10.827953,2.8193934,9.904847,0
502,9.289338,6.348192,3.0446396,0
503,20.318186,-6.831611,-6.20634,0
504,-1.1645219,8.340281,16.715939,0
505,-0.6648608,-2.864902,-22.118164,0
506,9.537219,0.9156446,9.84078,0
507,-12.603897,19.30964,7.523532,0
508,2.666234,-14.793993,-13.023313,0
509,-0.72966546,15.996277,1.432966,0
510,-6.4969316,16.639748,4.6773553,0
511,1.0244671,21.158903,-5.810079,0
512,21.765814,4.0734205,-0.23578613,0
513,9.954052,-19.596533,4.0434995,0
514,-0.35548648,-0.06367329,-4.0211616,0
515,3.364359,4.945843,7.54185,0
516,11.618158,1.81292,1.4242064,0
517,-6.6016097,20.548061,2.3267787,0
518,20.405806,-8.695547,-3.5153751,0
519,-8.114669,7.7647343,-16.158566,0
520,9.992779,8.232212,11.073988,0
521,25.922295,-0.34419608,-4.838382,0
522,-7.173455,-7.89983,-13.099917,0
523,22.168716,1.8702768,-6.4035063,0
524,4.5430427,8.759835,16.050295,0
525,-19.089005,-11.21964,-4.692043,0
526,7.059784,5.223271,5.447448,0
527,2.4991143,9.308291,15.845183,0
528,-5.1177135,16.987564,4.226931,0
529,-7.72136,19.901983,10.523807,0
530,7.609539,-5.2717443,-22.317064,0
531,-4.7670083,-0.43309543,-4.671016,0
532,-9.188655,20.436733,12.440873,0
533,20.28878,2.4339583,-4.8651643,0
534,1.7508636,-4.0754457,13.915335,0
535,0.09065495,-1.0936189,26.914774,0
536,21.186916,3.5289018,-6.452679,0
537,23.389874,-6.7953386,-4.732361,0
538,-9.669193,-11.515099,1.5448936,0
539,-3.7375045,16.560793,7.353191,0
540,6.321358,9.152971,0.77853996,0
541,13.468512,-12.566346,-3.0650356,0
542,14.970381,-0.4913946,6.6336665,0
543,15.439487,1.1078118,12.488011,0
544,-2.8841047,8.137408,7.4493628,0
545,-2.729121,5.790736,-7.5559397,0
546,-15.767138,-3.2149072,10.850088,0
547,4.158488,20.207445,-7.0044823,0
548,-5.7614007,-1.1587949,-5.940903,0
549,13.035227,-2.3121903,-6.5266457,0
550,-1.4204674,-1.311312,24.701054,0
551,3.3855653,1.377179,8.470464,0
552,12.986805,-4.677827,-4.165887,0
553,-3.0729818,22.777077,-0.6247977,0
554,-6.9164257,11.132706,-13.298859,0
555,-6.3422685,-14.495929,3.420776,0
556,8.481538,-22.027786,4.7037826,0
557,19.242483,-4.768931,-3.2917838,0
558,-6.010839,9.987902,-17.317196,0
559,-7.2219625,4.666778,10.035224,0
560,-21.961695,1.1241416,10.566776,0
561,-17.553167,1.7229311,-3.622243,0
562,0.6694511,-8.564736,26.946386,0
563,1.6614999,1.949903,6.6029143,0
564,-20.080954,-12.880969,-6.7771726,0
565,6.8778906,8.662638,-12.036838,0
566,3.1046555,-21.587923,4.6652203,0
567,-3.3614614,1.9494776,-6.8919725,0
568,4.9459114,-8.844933,14.686725,0
569,0.09547751,-9.586172,12.674458,0
570,13.791035,-1.5504545,-5.8875847,0
571,12.979487,1.3916922,-18.541365,0
572,21.426004,-3.4206617,-7.4469132,0
573,11.314715,11.859563,8.384997,0
574,2.9885807,-21.555628,4.3716273,0
575,-3.3518834,-12.4174385,-15.140479,0
576,7.204207,-18.076128,2.7230592,0
577,11.842498,-0.049203012,-15.417939,0
578,0.07112326,-7.319296,14.043394,0
579,-2.289997,15.22313,2.8916078,0
580,14.238776,-0.54068094,6.4714546,0
581,-8.598805,5.2399063,-18.68932,0
582,-9.171001,21.203382,12.243447,0
583,-1.4403455,-11.304833,-7.3361244,0
584,-8.3318405,6.0354557,-19.150948,0
585,-21.80546,4.914366,-6.3724136,0
586,-10.769249,-10.669707,5.4741035,0
587,11.115082,2.204648,1.5569862,0
588,7.770598,-2.366955,7.471954,0
589,25.339842,6.3278704,-1.027999,0
590,19.676388,-4.0806546,-2.7690222,0
591,23.666851,3.708818,-0.48997504,0
592,9.00152,6.038587,2.9897928,0
593,6.6586623,10.589081,1.836946,0
594,12.386426,0.25062966,-15.483282,0
595,-3.16036,7.9092226,5.778482,0
596,14.666429,-1.6330218,6.3884783,0
597,-20.675741,-14.121397,-5.6610775,0
598,-7.91913,3.4458039,-16.144922,0
599,8.790433,3.166056,-19.214584,0
600,-10.888788,-12.646397,-1.6392487,0
601,-4.4993668,-14.39174,-15.790975,0
602,-8.132281,2.672804,12.779387,0
603,8.133838,-20.038877,1.7421936,0
604,-7.411409,-8.587586,-11.981261,0
605,-19.207048,-1.8261548,12.013034,0
606,19.991941,3.7573323,-4.1814933,0
607,1.6904633,-3.6832225,28.323647,0
608,-6.0059843,-9.886001,-11.627724,0
609,-7.15461,9.731876,-15.124447,0
610,-7.2704597,10.275645,3.9019432,0
611,11.557237,-12.449993,-4.0452433,0
612,3.5688105,-14.510414,-9.7396345,0
613,-6.090119,-1.0852776,-8.265915,0
614,-4.3092737,-12.716217,4.1994905,0
615,12.02785,1.3044252,14.79254,0
616,1.5129988,5.3037415,12.702697,0
617,-8.222787,3.7790487,16.123344,0
618,16.593401,-3.882732,-5.06853,0
619,24.819605,6.4610677,-0.44811496,0
620,-3.091917,-8.868916,-8.385244,0
621,-5.1197577,12.039811,-0.22774729,0
622,10.328291,7.9576507,11.45732,0
623,-8.604888,16.82069,7.2902436,0
624,-17.909584,0.5292876,-1.7069677,0
625,7.72146,9.608308,3.1748297,0
626,-18.743912,4.3027015,0.67881364,0
627,-0.16481403,8.017968,18.518051,0
628,-6.6580544,-5.7097697,2.8823307,0
629,14.4502,9.234414,7.333588,0
630,-3.8764658,22.215456,0.14402533,0
631,20.745813,1.2342033,-4.053164,0
632,2.7976167,-3.7424407,-7.725648,0
633,4.465609,6.398068,19.860453,0
634,-3.3145273,4.886109,-7.5834208,0
635,-4.2671547,-14.479751,-14.193173,0
636,-22.042309,2.641647,-2.3987274,0
637,-1.3925133,16.609152,6.1249304,0
638,24.168156,-4.7235475,-6.5116405,0
639,3.7662153,-22.321981,5.595907,0
640,5.3199396,8.937251,3.3472545,0
641,-7.0074453,3.7894957,-13.180569,0
