,tsne_feature_1,tsne_feature_2,labels
350,-60.299953,-41.44771,0
351,-0.7420999,7.863862,0
352,-32.13339,-22.213713,0
353,16.747929,-60.028427,0
354,11.425312,5.601468,0
355,-63.799946,-3.84095,0
356,72.39381,30.717764,0
357,-23.143251,-18.056694,0
358,53.37778,22.234064,0
359,12.821653,9.337184,0
360,-67.80761,3.4431958,0
361,17.66995,-68.0069,0
362,28.977446,-21.78739,0
363,-21.693335,70.20978,0
364,42.39981,28.486778,0
365,9.47697,-38.108547,0
366,5.068748,-50.97842,0
367,-37.100895,-27.580198,0
368,2.6535273,-53.05489,0
369,-55.54403,41.68487,0
370,34.390522,-13.080478,0
371,-5.726581,57.309753,0
372,59.863087,26.128105,0
373,-7.723777,-63.81943,0
374,-9.710899,-25.576578,0
375,58.899548,4.478079,0
376,-56.983395,41.784718,0
377,27.98819,57.452164,0
378,-54.78745,35.701378,0
379,-0.8868125,-62.297195,0
380,55.612087,-42.439205,0
381,-3.1354823,9.846713,0
382,-58.367676,-36.382523,0
383,59.20879,-44.843132,0
384,55.294373,-41.775143,0
385,4.6158295,-1.3956238,0
386,-73.53765,-0.08127579,0
387,21.35114,53.63218,0
388,56.120045,3.038775,0
389,-1.5419767,-67.599846,0
390,59.931183,25.041162,0
391,29.460943,2.5594964,0
392,15.953681,-53.504494,0
393,19.732775,54.835163,0
394,-5.9077764,54.40037,0
395,-8.437115,50.14581,0
396,-72.141846,-6.582497,0
397,10.689506,-68.972046,0
398,4.0216546,-49.968803,0
399,-72.66347,-7.9567337,0
400,-55.900948,39.76628,0
401,-11.190044,66.6705,0
402,-25.297243,-31.07057,0
403,-24.541967,33.695557,0
404,-2.9221005,-76.413376,0
405,-44.000446,-57.12164,0
406,39.248238,-21.023891,0
407,6.885573,-52.39186,0
408,12.457324,-51.98748,0
409,-6.6917267,-78.523094,0
410,66.13048,-43.635727,0
411,-72.869576,-6.7996297,0
412,-25.467758,-19.20187,0
413,-15.009801,12.286434,0
414,18.749481,66.582016,0
415,2.3451836,-50.786808,0
416,-19.830452,76.78129,0
417,-3.7513719,21.828617,0
418,-35.83877,-20.498194,0
419,-4.751361,55.248634,0
420,26.843521,26.987892,0
421,-54.59067,35.76211,0
422,45.551777,32.514595,0
423,-12.775611,7.886091,0
424,-3.1995358,-4.7608995,0
425,-21.25063,78.96432,0
426,-63.9267,-3.7488823,0
427,29.05254,-61.57774,0
428,24.529419,-60.322857,0
429,41.58515,21.3601,0
430,-46.95977,-57.53308,0
431,59.33089,3.226724,0
432,-10.069321,-26.131063,0
433,11.988023,-36.359562,0
434,24.379839,23.66465,0
435,-3.3675666,0.5960562,0
436,-4.3065143,26.047058,0
437,-54.952995,40.960407,0
438,32.46077,-21.079191,0
439,-81.68623,7.2742305,0
440,-1.8570127,56.636543,0
441,-6.614191,53.965378,0
442,44.775986,-22.103247,0
443,75.510315,-4.990237,0
444,-63.030228,-7.0392942,0
445,63.73166,-39.25001,0
446,25.114143,42.00189,0
447,10.973712,-66.775856,0
448,39.958633,26.773687,0
449,23.375721,23.244953,0
450,-39.8305,-57.562355,0
451,17.967648,67.89074,0
452,20.24279,53.850857,0
453,44.99272,38.78945,0
454,6.723441,-54.494,0
455,19.844873,47.43678,0
456,-51.970295,-56.097767,0
457,-61.238506,12.197373,0
458,-12.04378,-75.73462,0
459,-51.7748,35.353973,0
460,-58.458244,38.523575,0
461,-51.472507,39.720436,0
462,-27.247013,-26.768005,0
463,13.282429,-71.611244,0
464,31.572437,-6.5705004,0
465,27.744972,-2.6518862,0
466,-60.593136,1.5931944,0
467,-59.874416,-6.423741,0
468,-66.003105,4.131945,0
469,45.317505,35.804043,0
470,31.868095,-6.5200577,0
471,-39.20786,-15.358286,0
472,29.821194,-59.967422,0
473,-6.616212,-26.50847,0
474,2.1559975,59.68222,0
475,-34.983223,-27.956833,0
476,82.14172,-8.191026,0
477,30.053488,22.38807,0
478,-32.09294,30.919106,0
479,-72.11848,-4.8097363,0
480,23.439528,74.641945,0
481,-3.218716,-74.02784,0
482,-46.2131,-60.02152,0
483,58.93614,-40.229084,0
484,23.711298,-63.023174,0
485,5.270806,-0.8145437,0
486,69.01124,-9.540651,0
487,44.973877,-23.008982,0
488,-5.652338,-66.92081,0
489,42.566822,31.670013,0
490,80.24871,-13.520927,0
491,30.463715,-23.699978,0
492,43.415913,23.13328,0
493,-28.128258,-25.675821,0
494,0.87060106,-60.975254,0
495,-5.760823,1.4949118,0
496,60.592552,-34.618153,0
497,-50.96275,26.054115,0
498,-49.546684,35.32292,0
499,-0.3425916,50.07509,0
500,-12.3022375,8.13474,0
501,-11.012737,8.494381,0
502,-0.5964155,-2.8969772,0
503,40.250088,32.049763,0
504,-27.092897,34.688293,0
505,-84.57988,-5.125018,0
506,-13.376447,8.740274,0
507,-6.1752877,-79.13665,0
508,40.54018,-25.114449,0
509,8.113918,-53.789097,0
510,-0.9753687,-61.26354,0
511,27.746946,-62.03844,0
512,70.0352,27.0248,0
513,17.172592,48.61984,0
514,71.51695,-2.164906,0
515,-1.9185171,20.568104,0
516,-10.658722,-9.475346,0
517,6.597038,-69.97288,0
518,42.24576,35.920284,0
519,58.06128,-38.23044,0
520,-4.2965865,11.014966,0
521,61.26787,37.54956,0
522,29.72052,0.06988102,0
523,60.714626,31.873014,0
524,-27.292606,25.727764,0
525,-55.28478,38.96396,0
526,2.0335386,1.1883265,0
527,-25.614717,27.96078,0
528,-1.7251629,-59.621563,0
529,-11.663347,-72.025696,0
530,-81.66291,8.919513,0
531,70.747826,-13.686616,0
532,-13.63233,-74.79549,0
533,59.44861,28.441631,0
534,-16.93875,50.616425,0
535,-27.231318,72.23841,0
536,61.48659,29.79901,0
537,45.379635,38.710514,0
538,-33.702366,-16.52744,0
539,-1.5578289,-55.261276,0
540,5.6158996,-6.684287,0
541,24.173483,26.93002,0
542,-18.228672,0.13546498,0
543,-17.564386,8.2818575,0
544,10.956923,-30.10248,0
545,82.61545,-9.4410095,0
546,15.516075,75.04998,0
547,29.215574,-57.521065,0
548,72.9487,-12.628728,0
549,39.28785,19.28102,0
550,-24.222902,68.55403,0
551,-5.460254,24.841568,0
552,41.48942,22.608091,0
553,15.348598,-68.45972,0
554,62.66869,-42.485,0
555,-35.584957,-25.725296,0
556,19.992859,50.2352,0
557,44.500492,30.846457,0
558,56.57273,-42.630096,0
559,0.17809902,-33.21074,0
560,18.042215,86.1875,0
561,-46.710564,-52.27928,0
562,-18.28131,77.08707,0
563,-2.5872366,25.11917,0
564,-59.245495,39.550655,0
565,-52.691425,-3.1076064,0
566,26.826618,56.800346,0
567,78.15224,-12.327767,0
568,-2.8067727,43.603745,0
569,-6.3233676,49.503616,0
570,40.62763,18.696587,0
571,-67.626045,9.975364,0
572,51.995987,34.23182,0
573,4.781512,13.023707,0
574,27.11629,56.93358,0
575,33.52546,-12.350023,0
576,24.05122,46.613705,0
577,-63.708836,10.736269,0
578,-11.993725,51.09301,0
579,6.0656767,-55.111706,0
580,-18.76986,-0.35028988,0
581,52.23232,-36.715424,0
582,-14.371197,-74.96991,0
583,44.321854,-5.0126076,0
584,52.61536,-37.64901,0
585,-54.5336,-58.645542,0
586,-22.83932,-35.37338,0
587,-11.169231,-9.772398,0
588,-29.426311,3.2867837,0
589,72.11195,32.266285,0
590,45.672184,30.787855,0
591,69.649704,29.494143,0
592,-0.3870094,-3.1842985,0
593,6.528487,-5.587154,0
594,-64.25564,10.621773,0
595,10.738945,-32.119293,0
596,-18.53711,-1.5771601,0
597,-59.913548,37.365906,0
598,62.66572,-26.712988,0
599,-66.48197,3.5992348,0
600,-39.074287,-15.248939,0
601,30.319256,-11.676879,0
602,-5.4644837,-27.586163,0
603,21.222733,45.857155,0
604,30.274786,1.5343224,0
605,15.546988,80.708496,0
606,60.392723,26.44722,0
607,-25.359213,75.82133,0
608,34.505894,-0.63678855,0
609,59.647648,-41.144676,0
610,7.7837067,-38.70317,0
611,23.964518,22.437878,0
612,45.529213,-24.18576,0
613,74.994446,-15.698272,0
614,-31.790543,-25.890234,0
615,-19.198193,14.084931,0
616,-18.102964,28.8293,0
617,-9.849632,-25.776602,0
618,42.76899,26.233759,0
619,72.69151,31.255608,0
620,43.6639,-1.4559826,0
621,13.320082,-43.54059,0
622,-4.7588406,11.461113,0
623,-6.1902204,-70.55845,0
624,-44.44283,-53.315098,0
625,4.60425,-3.8366482,0
626,-41.034897,-56.87503,0
627,-27.376192,32.582714,0
628,-22.357113,-18.35054,0
629,3.7456627,8.763748,0
630,12.85974,-68.53098,0
631,57.284687,27.263916,0
632,57.600327,4.299498,0
633,-33.913967,26.670292,0
634,81.49676,-9.490901,0
635,31.467339,-10.984848,0
636,-46.2834,-59.2804,0
637,1.4271915,-52.981632,0
638,50.72522,40.799393,0
639,25.497288,56.272625,0
640,6.859603,-2.4978502,0
641,65.216385,-29.70629,0
642,44.628353,-4.800577,0
643,-45.405205,-59.06621,0
644,-10.292143,-9.48661,0
645,44.749634,38.81594,0
646,-1.0820893,45.941265,0
647,-2.2415795,46.351288,0
648,29.098085,-62.035686,0
649,60.547707,3.3611112,0
650,-10.774052,-8.035186,0
651,-81.76906,8.991615,0
652,-11.0824585,8.582158,0
653,-22.660162,-0.627077,0
654,-81.38372,8.391568,0
655,18.01819,-49.787716,0
656,-51.646263,33.66765,0
657,-24.334284,78.52841,0
658,-37.238567,-26.281418,0
659,68.26938,36.18759,0
660,79.90306,-13.620601,0
661,0.032383993,48.11653,0
662,52.16082,22.554056,0
663,17.48373,-53.70854,0
664,28.28861,-11.069302,0
665,-9.378381,-29.369614,0
666,-83.05031,-7.6454234,0
667,63.667038,-44.32407,0
668,-57.80288,-6.4377217,0
669,57.9013,-0.3176223,0
670,24.144924,-14.289727,0
671,-44.643883,-52.168316,0
672,-10.649535,48.372486,0
673,-8.262899,-27.762987,0
674,18.252296,66.95762,0
675,-8.138642,-27.081018,0
676,-29.873974,4.108056,0
677,28.337141,-61.682377,0
678,41.497276,-20.55451,0
679,-33.79144,-16.577883,0
680,-77.04216,7.0868077,0
681,-38.271965,-18.542145,0
682,18.382305,47.519215,0
683,-50.296078,33.962673,0
684,-28.162914,75.772804,0
685,29.072649,56.357708,0
686,25.35554,54.187687,0
687,-29.914396,4.2052836,0
688,-54.023926,-1.0087682,0
689,-54.161236,-0.95616114,0
690,0.3539376,9.978353,0
691,-16.216677,10.440417,0
692,-5.0835214,59.288116,0
693,-10.761828,63.700516,0
694,-6.2711883,-65.186165,0
695,16.892517,-51.407135,0
696,-53.823586,38.03272,0
697,-23.770916,14.235718,0
698,29.302454,-58.050434,0
699,2.1383054,-3.794129,0
700,-53.34153,-3.2578862,0
701,60.736336,25.670746,0
702,17.849232,-56.39386,0
703,-2.5096297,-7.5752473,0
704,-25.379938,-31.455275,0
705,7.4347415,12.710891,0
706,1.6837201,-34.07669,0
707,32.302227,-25.192715,0
708,-5.1389685,23.129602,0
709,-14.408764,55.297752,0
710,-3.7767537,-77.348915,0
711,-30.462305,-34.86133,0
712,61.506573,33.15614,0
713,-51.94459,-2.556814,0
714,-22.557339,-35.761646,0
715,-56.134586,7.5167136,0
716,18.842176,53.075893,0
717,-56.83923,35.2796,0
718,5.849143,-1.7264593,0
719,43.22133,22.238718,0
720,-15.9239235,0.5862905,0
721,-26.884901,-37.25161,0
722,54.03267,-39.65702,0
723,27.955818,0.10011117,0
724,69.44627,33.98439,0
725,-7.709099,48.820892,0
726,22.834991,-65.30886,0
727,21.269325,53.733433,0
728,69.57658,-10.1350355,0
729,-6.117025,-27.746632,0
730,59.30184,-44.49024,0
731,57.510666,26.582888,0
732,-13.247912,8.98453,0
733,20.981318,83.258354,0
734,31.666878,1.0011146,0
735,61.06541,32.45951,0
736,7.2403455,-6.217758,0
737,70.040504,29.035536,0
738,-32.329216,27.901201,0
739,10.283894,10.714234,0
740,-37.36083,-20.580317,0
741,26.620356,-12.548806,0
742,-22.73408,68.67842,0
743,66.83251,-14.153448,0
744,-66.92061,3.5470264,0
745,-41.868885,-61.529152,0
746,43.76697,18.7968,0
747,-9.342617,-27.89747,0
748,62.422855,37.678394,0
749,59.079906,4.480035,0
750,62.604153,-41.264507,0
751,-60.098835,11.519014,0
752,-2.6190026,44.58636,0
753,-18.391552,76.63097,0
754,-11.296276,-72.037605,0
755,7.8664174,-38.71453,0
756,-23.691023,-36.96732,0
757,70.94258,-13.967281,0
758,60.319878,4.67837,0
759,-66.90769,15.49855,0
760,-19.972641,14.263497,0
761,-27.813246,-25.757435,0
762,-33.294327,-15.128689,0
763,-3.7382762,9.642901,0
764,11.256235,5.1592937,0
765,19.70684,-55.60559,0
766,-32.2642,-24.06594,0
767,46.415455,35.539658,0
768,30.900164,0.26968777,0
769,33.295055,0.05070266,0
770,63.673534,-14.94735,0
771,61.138783,5.5286994,0
772,39.838116,-23.712286,0
773,-2.729904,9.238612,0
774,-4.051772,-30.353567,0
775,30.246565,59.113632,0
776,11.686436,-52.39164,0
777,51.802307,36.316387,0
778,12.983991,-59.82908,0
779,68.96977,-10.378308,0
780,15.36885,73.094376,0
781,-26.363316,1.7652156,0
782,-62.915607,12.555773,0
783,16.159883,79.89837,0
784,-1.8927052,-0.54570514,0
785,-53.467396,-59.67885,0
786,-52.322067,0.03448704,0
787,-2.8616922,9.702104,0
788,-52.71586,-2.948913,0
789,11.151836,-57.110523,0
790,17.304653,-51.12125,0
791,29.901356,55.846317,0
792,20.313498,54.444443,0
793,-3.5395586,56.6464,0
794,29.536234,-59.40202,0
795,-5.8694234,-30.364513,0
796,-6.7253,59.258904,0
797,-6.5859485,54.996456,0
798,1.2608002,56.87555,0
799,-51.671833,34.525547,0
800,7.030943,11.255987,0
801,9.709572,-61.458126,0
802,27.750315,-19.630157,0
803,-1.8431387,-63.072742,0
804,-24.576305,13.570982,0
805,-12.596608,48.602562,0
806,33.30337,-7.169019,0
807,-23.353987,-17.511387,0
808,-35.27397,27.62973,0
809,-2.0065851,2.700333,0
810,28.195023,-10.981003,0
811,42.93244,-22.889883,0
812,12.962921,-55.096596,0
813,22.612589,42.272205,0
814,-22.939037,78.4089,0
815,20.570536,22.560663,0
816,-70.28266,-4.921463,0
817,63.37435,-38.85067,0
818,74.47801,-4.922852,0
819,57.67984,30.113966,0
820,-16.462887,50.4705,0
821,-52.653942,3.5969672,0
822,60.215965,2.0546129,0
823,25.227058,23.748928,0
824,-6.283815,-26.389341,0
825,59.287567,6.3893075,0
826,-61.079426,11.955624,0
827,-4.8664756,-27.302322,0
828,-31.524317,25.869343,0
829,-58.194885,-36.446712,0
830,56.203217,-39.550274,0
831,30.846579,-12.821685,0
832,-21.715864,15.52209,0
833,52.631878,-37.74185,0
834,2.4821782,-50.897728,0
835,-31.978617,29.746029,0
836,-3.4282925,46.317436,0
837,-12.274987,42.70488,0
838,9.972413,-55.208405,0
839,17.63378,-50.561264,0
840,-23.60721,68.937614,0
841,-85.65136,-2.1781955,0
842,-29.383257,-30.504694,0
843,-8.565366,62.64254,0
844,61.02324,-40.26093,0
845,-1.0422857,2.5832763,0
846,49.431843,2.4831142,0
847,63.151848,27.141983,0
848,-2.0021422,-35.07261,0
849,-67.413345,10.520679,0
850,-51.01093,43.25261,0
851,44.04327,18.972054,0
852,-35.498962,-21.312782,0
853,7.697726,-53.68697,0
854,-9.899406,-8.043513,0
855,28.19887,-58.847954,0
856,63.918076,-41.93195,0
857,0.15017273,2.480482,0
858,-29.604866,-23.334442,0
859,66.98965,29.846277,0
860,1.9485708,-51.663654,0
861,24.967714,50.40769,0
862,10.911791,4.1531696,0
863,51.145084,29.307468,0
864,24.364037,-11.722911,0
865,40.92306,17.234034,0
866,-4.448311,54.33562,0
867,-53.938793,-58.643005,0
868,-15.705886,13.622481,0
869,5.1419077,-3.389676,0
870,32.762196,-21.683071,0
871,-53.197235,4.1806197,0
872,-34.05349,-21.221441,0
873,6.122723,-52.793266,0
874,26.559134,-14.386365,0
875,32.4887,-25.220505,0
876,4.756614,-0.609691,0
877,-58.025833,40.75846,0
878,21.27837,50.689453,0
879,-16.557034,0.055477437,0
880,30.075342,20.70222,0
881,-3.5163636,-31.809645,0
882,-84.91253,-5.9763927,0
883,71.30709,-14.5892,0
884,-23.933813,2.6414824,0
885,42.972176,26.45719,0
886,-9.922553,56.506863,0
887,12.05082,-38.566097,0
888,-52.61803,-3.0463693,0
889,-44.681343,-50.54947,0
890,-57.54482,-38.60465,0
891,13.330188,-58.422916,0
892,-36.972237,-17.011574,0
893,-18.722464,71.94281,0
894,-74.02548,-0.7569209,0
895,-25.754866,-30.58705,0
896,31.93904,-0.7121256,0
897,-64.136086,12.135254,0
898,-17.785456,7.8269014,0
899,11.185481,-57.69505,0
900,-44.43584,-52.4549,0
901,69.13816,28.639648,0
902,-19.37309,7.3227963,0
903,-10.850463,42.246857,0
904,-4.100182,-61.08074,0
905,8.258751,-53.001694,0
