,PCA_feature_1,PCA_feature_2,PCA_feature_3,labels
0,124.92777697848528,-5.005742660877679,3.036507406011134,1
1,97.60002478392924,-2.4023328056293534,-3.521941647229593,1
2,5.550771215031447,-36.53167155211593,-0.6467160105626745,1
3,65.34573167109018,3.8806820905665034,3.8481008766392715,1
4,72.46681808332382,-23.918734150103194,-10.027287204971422,1
5,84.87752667687337,-24.544570985310244,-5.474998542850917,1
6,-30.922325024991665,-35.690616584810144,-4.469243478109955,1
7,-7.849477306681486,-26.45424773375798,-8.832545007589212,1
8,-27.201064646012025,-20.162008673186982,-1.3862857870730578,1
9,-41.796019509830984,-41.03403893932714,-7.970884547768194,1
10,-19.560673987236303,-41.19366651340045,-3.1477959938156466,1
11,17.13571967631181,-16.1420457281437,5.671752879826716,1
12,-0.009119651286308279,-10.679768153562996,-2.761886115181601,1
13,117.6233538970931,-16.31586817940888,-5.768191296507742,1
14,112.07916711677785,-18.14631790299489,-6.442603232699532,1
15,61.60929607117612,2.7176275751913206,0.2709470867578853,1
16,87.8814632816701,-7.990687793570381,4.87994231540477,1
17,118.49861223564957,-12.841588202334632,-8.449646909000489,1
18,-13.845190420240687,-20.09621448910894,7.1734019356495455,1
19,111.67109805149825,3.832814529628145,-3.251958525710257,1
20,90.76412262371629,-12.854585190430857,-10.890453857390078,1
21,127.569225887954,9.07058283553822,16.9042956394896,1
22,126.45199813948183,-15.66212849294022,-8.278972544227313,1
23,106.96052803528232,-22.44564211821839,-2.474198545229118,1
24,0.9779538946649156,-27.577383388077756,-4.84023525722614,1
25,3.474318475548757,-35.79553597628339,-9.57856823071629,1
26,-1.778495121589457,-22.098248636890418,-3.1244189139464766,1
27,84.9212740903826,-1.3868364516739884,-3.0009325383533305,1
28,91.9205019347577,-11.291758819214651,-4.912169150845899,1
29,106.74398472273317,1.0531820358635144,-3.429885615050498,1
30,107.24149997550481,1.3370297749027549,12.031327205807182,1
31,-22.759072437226394,-1.9591992749575433,-3.0031744120141832,1
32,95.38506201288291,-23.094522066187935,-12.507167722058258,1
33,150.45466281074357,-13.304773514574286,-4.912415555277656,1
34,-20.90959992083841,-8.246240960406334,0.6502015866148021,1
35,-15.960221641184882,-41.23212486562767,-6.522848745830008,1
36,117.04920105750828,-12.95311308640561,-0.5110627413183103,1
37,-26.891121121552064,-32.52755048628526,-8.59169173988671,1
38,-10.989069183553207,-16.93242069209472,1.5543526469550188,1
39,-43.751704145514516,-12.873538996230915,1.0387682247057253,1
40,-22.585449173138933,-37.96638578191255,-8.545735226284295,1
41,-32.8468568914131,-16.009125682156565,-1.086324533539249,1
42,44.15447585320105,-31.73015489967357,-7.5051377671968185,1
43,-12.01776624279617,-21.790860086903642,-2.0525522982830293,1
44,107.85503041196554,1.1663832977179684,-12.094286986476689,1
45,140.91970741509257,-11.185717965783873,-1.1816798627154543,1
46,8.466947310553998,-30.566386096308722,-3.78179037623412,1
47,3.6894074614782078,-15.400911670201447,7.910460425463885,1
48,-0.7668340810781963,-38.657167698318986,0.5026446015858825,1
49,-47.76465626125534,-4.550242957108972,11.48939410963117,1
50,-10.95174237212215,-34.66523252287462,-3.5653780421828047,1
51,-25.09625224836155,-38.94742819079351,-3.546543006211917,1
52,26.34269628111542,-31.67514448737344,-5.618892962743834,1
53,23.034739211750146,-30.60080193040375,-1.6917596974378186,1
54,93.30115978482722,-5.149974562183165,-3.597151947539836,1
55,92.72751536537211,-6.075000533915125,3.885516692536094,1
56,-40.140408955198616,-45.86336938358917,0.529475566802906,1
57,135.31159707221775,-13.523248599367239,-6.018258837808725,1
58,92.44484013170553,-15.740662060136836,-0.9193561402991077,1
