,PCA_feature_1,PCA_feature_2,labels
0,124.92777697848503,-5.005742660877774,1
1,97.60002478392917,-2.4023328056293978,1
2,5.550771215031425,-36.53167155211597,1
3,65.34573167109014,3.8806820905664963,1
4,72.4668180833238,-23.91873415010321,1
5,84.87752667687332,-24.544570985310287,1
6,-30.922325024991657,-35.69061658481017,1
7,-7.849477306681459,-26.45424773375802,1
8,-27.201064646011996,-20.16200867318699,1
9,-41.79601950983093,-41.03403893932719,1
10,-19.560673987236278,-41.1936665134005,1
11,17.135719676311787,-16.142045728143714,1
12,-0.009119651286299357,-10.679768153563018,1
13,117.623353897093,-16.31586817940891,1
14,112.07916711677782,-18.146317902994916,1
15,61.609296071176075,2.7176275751913366,1
16,87.88146328167001,-7.9906877935704,1
17,118.49861223564949,-12.841588202334648,1
18,-13.84519042024066,-20.096214489108974,1
19,111.67109805149816,3.8328145296281493,1
20,90.76412262371625,-12.85458519043086,1
21,127.56922588795388,9.070582835538215,1
22,126.45199813948179,-15.66212849294024,1
23,106.96052803528221,-22.445642118218423,1
24,0.9779538946649101,-27.577383388077795,1
25,3.4743184755487397,-35.79553597628342,1
26,-1.7784951215894518,-22.098248636890432,1
27,84.92127409038252,-1.386836451673977,1
28,91.9205019347576,-11.29175881921467,1
29,106.74398472273305,1.0531820358635262,1
30,107.24149997550472,1.3370297749027535,1
31,-22.7590724372264,-1.9591992749575402,1
32,95.38506201288284,-23.09452206618796,1
33,150.45466281074346,-13.304773514574304,1
34,-20.909599920838403,-8.246240960406354,1
35,-15.960221641184857,-41.232124865627696,1
36,117.04920105750816,-12.953113086405617,1
37,-26.89112112155204,-32.52755048628528,1
38,-10.98906918355322,-16.93242069209473,1
39,-43.75170414551447,-12.873538996230932,1
40,-22.585449173138926,-37.966385781912585,1
41,-32.84685689141309,-16.009125682156593,1
42,44.15447585320102,-31.73015489967361,1
43,-12.017766242796146,-21.790860086903674,1
44,107.85503041196547,1.166383297717972,1
45,140.91970741509246,-11.185717965783876,1
46,8.466947310554009,-30.566386096308747,1
47,3.6894074614782157,-15.400911670201474,1
48,-0.7668340810781947,-38.657167698319036,1
49,-47.76465626125534,-4.5502429571089715,1
50,-10.951742372122116,-34.66523252287466,1
51,-25.096252248361537,-38.94742819079357,1
52,26.34269628111541,-31.675144487373473,1
53,23.03473921175015,-30.600801930403783,1
54,93.30115978482718,-5.14997456218318,1
55,92.727515365372,-6.075000533915126,1
56,-40.14040895519858,-45.86336938358922,1
57,135.3115970722177,-13.523248599367264,1
58,92.44484013170546,-15.740662060136849,1
59,75.47628940578744,1.2093257370316424,1
60,80.38184562518474,-1.4449769074454435,1
61,-25.42233748344526,-40.2467867502176,1
62,-40.11744247162367,-29.859194682579048,1
63,-11.956859004653484,-3.8345738622120713,1
64,3.473583424399422,-31.387219565508865,1
65,11.963663551939097,-32.50488638614238,1
66,118.72652453930739,-10.281294443905187,1
