,tsne_feature_1,tsne_feature_2,tsne_feature_3,labels
485,5.1503487,3.78975,-15.015971,0.0
486,11.152727,-23.4405,7.039214,0.0
487,5.366465,-12.532606,-18.748053,0.0
488,-8.376422,8.393278,-8.543846,0.0
489,-13.774346,-9.652665,6.6627636,0.0
490,8.642964,-13.117529,10.061348,0.0
491,11.998242,-11.294571,-8.571972,0.0
492,-11.933884,-12.524394,5.4751043,0.0
493,14.096521,-5.312872,4.7527905,0.0
494,-11.03941,7.0024095,0.41142756,0.0
495,-1.563783,4.9607043,-17.642767,0.0
496,-0.4360095,-21.857468,7.2971025,0.0
497,18.126528,-7.961753,14.253305,0.0
498,16.861248,-2.7375338,15.609887,0.0
499,22.738775,12.5341425,-3.014826,0.0
500,0.2531664,13.233133,-12.103776,0.0
501,-0.3006714,11.64446,-11.907389,0.0
502,4.2800655,5.8851876,-19.465328,0.0
503,-15.838041,-10.07801,8.324781,0.0
504,6.646159,26.915718,-1.1706876,0.0
505,-8.317274,-20.003094,-13.67101,0.0
506,0.6589577,13.720279,-12.285292,0.0
507,-19.788328,-4.183499,-7.6910768,0.0
508,4.885083,-12.679378,-14.616678,0.0
509,-4.365308,10.898316,3.6129289,0.0
510,-10.172927,7.5804486,0.104258455,0.0
511,2.8805342,7.6440263,0.4327896,0.0
512,-10.9830475,-22.872095,-2.4956975,0.0
513,0.67842925,-4.320276,11.947354,0.0
514,10.296616,-10.967146,14.650695,0.0
515,5.8769083,6.3058276,-10.373182,0.0
516,1.1212399,11.307707,-21.566647,0.0
517,-10.804862,5.082263,-11.169224,0.0
518,-14.777823,-7.606452,9.597978,0.0
519,-1.4809337,-25.538065,7.7928176,0.0
520,-1.2204881,5.078822,-11.560454,0.0
521,-18.127947,-16.9145,-2.2953432,0.0
522,3.6397543,-1.0427556,4.347736,0.0
523,-15.499674,-17.310938,0.17028679,0.0
524,1.4841285,24.54189,-0.89384246,0.0
525,16.38395,-1.4532794,20.210575,0.0
526,4.667576,7.114453,-15.148606,0.0
527,2.6458151,26.203674,-0.5190006,0.0
528,-8.951062,7.08001,0.34810254,0.0
529,-9.046233,1.435511,-2.4797351,0.0
530,-13.224871,-15.670128,-13.696127,0.0
531,8.734688,-20.954136,7.842683,0.0
532,-8.0126505,1.2475387,-5.8004227,0.0
533,-13.19535,-15.253658,-0.45699355,0.0
534,12.893996,1.1495748,-6.5290017,0.0
535,12.06106,-3.5858536,-16.191837,0.0
536,-14.217604,-17.173721,-1.4911009,0.0
537,-16.208948,-9.817174,11.082525,0.0
538,17.012812,-10.079645,9.380023,0.0
539,-7.716797,4.8963313,2.0087883,0.0
540,8.492586,3.4788585,-18.131092,0.0
541,-2.9618745,-10.263376,3.4320343,0.0
542,-1.7179284,14.770829,-16.907135,0.0
543,-4.0560737,16.015207,-13.365281,0.0
544,-5.939642,0.45455647,5.703831,0.0
545,7.3749166,-18.48908,14.5531225,0.0
546,-5.113369,-10.250237,20.847408,0.0
547,2.0093887,11.012298,-1.0420576,0.0
548,9.635447,-19.052338,7.1617246,0.0
549,-9.263821,-18.798143,4.109473,0.0
550,12.177198,-3.0332913,-13.968527,0.0
551,5.696075,13.498675,-6.1722903,0.0
552,-11.1077,-14.409338,7.683292,0.0
553,2.482988,10.343762,7.66463,0.0
554,-0.7134631,-26.022852,11.257386,0.0
555,20.302248,-8.714884,5.052037,0.0
556,0.5021276,-6.729525,12.949693,0.0
557,-13.000592,-10.420784,5.6656146,0.0
558,-1.4920114,-28.733576,9.097653,0.0
559,-13.291443,11.613095,15.313429,0.0
560,-6.463308,-11.4710245,26.123602,0.0
561,6.622109,2.3160582,16.416637,0.0
562,17.384502,-2.6408942,-19.085873,0.0
563,10.254976,10.146739,-9.132412,0.0
564,16.479948,-0.35748813,22.783752,0.0
565,-10.247809,0.57872576,-24.08664,0.0
566,0.8194619,-11.312414,14.245508,0.0
567,8.219095,-18.530157,10.651598,0.0
568,17.159803,16.70779,6.2962766,0.0
569,17.283945,6.4787407,-7.9546328,0.0
570,-10.091688,-17.839773,2.7851353,0.0
571,-13.088965,-5.898504,-11.478458,0.0
572,-19.21059,-12.512085,4.856398,0.0
573,0.80559105,0.8054289,-12.35288,0.0
574,0.6031121,-11.366535,14.350895,0.0
575,4.0493107,-5.183209,0.73350865,0.0
576,1.3164275,-5.623524,10.265757,0.0
577,-12.7385235,-8.134337,-13.9558935,0.0
578,15.236306,3.1161225,-7.6286297,0.0
579,-4.9634805,8.8443985,4.6409564,0.0
580,-1.3923929,14.631179,-17.038973,0.0
581,-1.7437859,-27.742716,4.572253,0.0
582,-7.6696286,1.0088098,-5.8978343,0.0
583,6.3247256,-20.512262,-5.534635,0.0
584,-1.23345,-28.068071,5.207864,0.0
585,0.8907886,2.437249,28.592157,0.0
586,17.0775,2.1636078,7.9926867,0.0
587,1.2704146,11.075779,-22.00253,0.0
588,3.0830142,13.525517,-16.012663,0.0
589,-13.338333,-19.814602,-2.639719,0.0
590,-13.017858,-9.995387,5.270465,0.0
